# June 27th Update

# =============================================================================
# Codex
# =============================================================================

codex_viewchangelog							Kompletní seznam změn
interfacedeployment_orderlypatrols				Přiřadit zřízence
buildtoolbar_deployment_orderlypatrols			Přiděluj zřízencům hlídkovou trasu ve vězení.

room_PaddedCell                                Polstrovaná cela
room_PaddedHoldingCell                         Polstrovaná společná cela
room_PsychiatristOffice							Kancelář psychiatra

interfaceplanning_BuildPlan			Realizovat plány
interfaceplanning_ClearPlan			Vymazat plány
interfaceplanning_Door				Dveře



buildplan_title					Výběr typu zdi			
buildplan_message				Chceš postavit svůj plán?\n	Tuto akci nelze vrátit.\n\n	Všechny naplánované zdi se postaví jako stejný typ zdi.\n	Výběr typu zdi můžeš změnit níže.
clearplan_title					Vymazat plány
clearplan_message				Opravdu chceš vymazat všechny nakreslené plány?\n \n	Tuto akci nelze vrátit.

d11_custom_planning 				Vlastní plánování

buildtoolbar_popup_planning			Rozvrhni si věznici bez obav, že by se dělníci hned pustili do práce, dokud k tomu nedáš pokyn. V nabídce plánování můžeš postavit všechny naplánované stavby a dveře, mazat části plánů nebo celý plán zahodit a začít znovu.

buildtoolbar_popup_help_planningDoor_1		Když na plán umístíš dveře, použije se zvolený typ dveří.
buildtoolbar_popup_help_quickBuildWall_1	Při stavbě další rychlé zdi (zdí) se použije zvolený typ zdi.


buildtoolbar_popup_mat_blueclassywall			Postav klasické zdi na základech a vytvoř nové oblasti či místnosti pro zaměstnance.
buildtoolbar_popup_mat_burgundyclassywall		Postav klasické zdi na základech a vytvoř nové oblasti či místnosti pro zaměstnance.
buildtoolbar_popup_mat_greenclassywall			Postav klasické zdi na základech a vytvoř nové oblasti či místnosti pro zaměstnance.

buildtoolbar_popup_obj_windowclassy				Venek bude vypadat mnohem lépe než ve skutečnosti.
buildtoolbar_popup_obj_windowclassyLarge		Venek bude vypadat mnohem lépe než ve skutečnosti.
buildtoolbar_popup_obj_gravestone				Náhrobní kámen dostaneš za každé úmrtí, ke kterému dojde ve tvé věznici.

buildtoolbar_popup_staff_psychiatrist			Pokročilý zaměstnanec, který našim choromyslným vězňům poskytuje pravidelné konzultace.\nPsychiatři nabízejí pravidelná soukromá sezení, aby pomohli uklidnit naše choromyslné vězně, jakmile ve věznici zavedeme program Psychiatrická konzultace.\nPokud budeme mít choromyslných vězňů hodně, měli bychom najmout několik psychiatrů, aby je zvládli všechny. Každý z nich by také měl mít svou kancelář.

buildtoolbar_popup_staff_orderly				Zdravotník, speciálně vycvičený pro jednání s choromyslnými vězni.
buildtoolbar_popup_obj_leatherchair				Hodí se ke kožené pohovce. Dokonalé pro zaměstnance, kteří si do něj mohou sednout, a samozřejmě až příliš dobré pro vězně.

buildtoolbar_popup_obj_rorschachTest		    Když do kanceláře psychiatra přidáš Rorschachův test, zlepší se psychiatrická péče o choromyslné vězně.
buildtoolbar_popup_obj_anatomyModel				Když do kanceláře psychiatra přidáš anatomický model, zlepší se psychiatrická péče o choromyslné vězně.
buildtoolbar_popup_obj_flipboard				Když do kanceláře psychiatra přidáš papírovou tabuli se schématem mozku, zlepší se psychiatrická péče o choromyslné vězně.
buildtoolbar_popup_obj_medicineCabinetPsych		Když do kanceláře psychiatra přidáš skříň s léky, zlepší se psychiatrická péče o choromyslné vězně.
buildtoolbar_popup_obj_leatherchair				Hodí se ke kožené pohovce. Dokonalé pro zaměstnance, kteří si do něj mohou sednout, a samozřejmě až příliš dobré pro vězně.
buildtoolbar_popup_obj_leatherSofa				Když do kanceláře psychiatra přidáš koženou pohovku, zlepší se psychiatrická péče o choromyslné vězně.

buildtoolbar_deployment_insaneseczone			Do tohoto sektoru budou mít povolen vstup pouze choromyslní vězni.

failuremessage_maximumcountreachedgeneric		Maximální umístěné množství

buildtoolbar_popup_locked_PsychiatricConsultation				Odemčeno po ještě *B psychiatrických sezeních
buildtoobar_PsychConItemImproveInfo 			- Vylepšuje stupeň kanceláře psychiatra.
buildtoobar_PsychConItemImproveSuppression 		- Po konzultaci se snižuje pocit utiskování choromyslného vězně\na určité potřeby o +5 %
buildtoobar_PsychConItemImproveGrace 			- Po konzultaci získá choromyslný vězeň období „hájení“\nna další 1 den, než začne pocit utiskování\na určité potřeby opět stoupat.
buildtoolbar_popup_obj_Footbridge				Umožňuje vězňům a zaměstnancům dostat se přes pozemní a vodní plochy. Nelze postavit přes zdi, ploty a další budovy.
buildtoolbar_popup_obj_FootbridgeSteel			Umožňuje vězňům a zaměstnancům dostat se přes pozemní a vodní plochy. Nelze postavit přes zdi, ploty a další budovy.
buildtoolbar_popup_obj_FootbridgeB				Umožňuje vězňům a zaměstnancům dostat se přes pozemní a vodní plochy. Nelze postavit přes zdi, ploty a další budovy.
buildtoolbar_popup_obj_FootbridgeSteelB			Umožňuje vězňům a zaměstnancům dostat se přes pozemní a vodní plochy. Nelze postavit přes zdi, ploty a další budovy.

# =============================================================================
# Room - Names
# =============================================================================

room_PaddedSolitary                            Polstrovaná samotka

# =============================================================================
# Room - Description
# =============================================================================

buildtoolbar_popup_room_paddedcell			    Určená pro naše choromyslné vězně, s polstrovanými zdmi, které uklidňují.
buildtoolbar_popup_room_paddedholdingcell	    Sem se umisťují noví choromyslní vězni, než pro ně bude připravena polstrovaná cela.
buildtoolbar_popup_room_paddedsolitary			    Izolace pro uvěznění těch nejhorších choromyslných vězňů.

# =============================================================================
# Quick Build - Names
# =============================================================================

quickbuild_paddedbasiccell									Polstrovaná (malá)
quickbuild_paddedintermediatecell							Polstrovaná (střední)
quickbuild_paddedholdingcell								Polstrovaná společná cela
quickbuild_paddedsolitarycell								Polstrovaná samotka
quickbuild_PsychiatristOffice								Kancelář psychiatra



# =============================================================================
# Interface Mode
# =============================================================================

interfacedeployment_insaneseczone                  Pouze choromyslní
interfacetopbar_PrisonerCells_insaneSecOnly	Kapacita choromyslných: *X

roomgrading_PsychiatristOffice_info				Odemkni si dodatečné předměty a rozmísti je v kanceláři psychiatra, čímž se zlepší péče o choromyslné vězně.\n
												Items are unlocked via criminally insane inmates attending Psychiatric Consultation Programs.
roomgrading_PsychiatristOffice_Item				Položka : *X
roomgrading_PsychiatristOffice_Quality			Schopnost psychiatra: *Q
roomgrading_PsychiatristOffice_Upgrade			Vylepši kancelář psychiatra a zvyš jeho schopnosti.

roomgrading_score_average		PRŮMĚRNÁ
roomgrading_score_good			LEPŠÍ
roomgrading_score_verygood		VELMI DOBRÁ
roomgrading_score_outstanding	VYNIKAJÍCÍ

roomgrading_has_pa_system		[*X] Má PA systém v bloku

# =============================================================================
# Objectives, Grants
# =============================================================================

objective_grant_firstinsanecellblock				Křídlo pro choromyslné
objective_grant_firstinsanecellblock_description	Vláda je ochotná poskytnout financování na rozšíření naší věznice za účelem ubytování a ochranu blaha choromyslných vězňů.\n\nTento grant pomůže budovat speciální polstrované cely a najmout cvičené psychiatry.
objective_grant_firstinsanecellblock_cells			Postav křídlo / blok pro choromyslné s 10 polstrovanými celami
objective_grant_firstinsanecellblock_prisoners		Přijmi 10 choromyslných vězňů
objective_grant_firstinsanecellblock_psychiatrist	Najmi 2 psychiatry (každý potřebuje kancelář)

objective_readinsaneletter						Pokyny ředitele ohledně choromyslných vězňů
objective_readinsaneletter_description			Než do svého vězení začnete přijímat choromyslné vězně, měli byste si pořídit příslušné vybavení a zaměstnance, aby se řádně starali o jejich potřeby. - Ředitel...

# =============================================================================
# Wardens
# =============================================================================

warden_wardeninsanehawk_name                     Hawk Hartman
warden_wardeninsanehawk_desc                     Jakožto bývalý správce kaucí nabízí Hartman cenné školicí techniky pro svůj bezpečnostní tým.\n\n -Všechny stráže upouštějí klíče méně často\n -Výdrž stráže se po příjmu obnovuje
warden_wardeninsanehawk_desc_short               - Výdrž stráže se po příjmu obnovuje.

warden_wardeninsaneslugworth_name                Dr. Slugworth
warden_wardeninsaneslugworth_desc                Když je všechny ostatní věznice odmítnou, Slugworth otevře dveře i těm nejhorším choromyslným vězňům, neboť věří, že jim dokáže pomoct.\n\n - Psychiatrická péče má o 20 % lepší výsledky\n - Šance na příjem choromyslných vězňů je vyšší!
warden_wardeninsaneslugworth_desc_short          - Přijímá víc choromyslných vězňů. Psychiatři poskytují lepší péči.

warden_wardeninsanehudson_name					 Dr. Hudson
warden_wardeninsanehudson_desc                   Dr. Hudson je připraven udělat to, co nedokáže žádný jiný strážce...\n\n - Tísňové služby fungují o 20 % rychleji a dorazí dříve\n - Náklady za opravy jsou o 10 % nižší
warden_wardeninsanehudson_desc_short             - Rychlejší reakční doba a nižší náklady na opravy.

warden_wardenfarmer_name		Botanik
warden_wardenfarmer_desc		Botanik jako člověk s bohatými zkušenostmi v oblasti zemědělství může mít velmi pozitivní vliv na vězeňské zemědělství. Zvyšuje vývozní cenu jednotlivých plodin, šanci, že plodiny vypustí semena, a také prodlužuje dobu vadnutí a kažení pěstovaných plodin a sklizených ingrediencí.
warden_wardenfarmer_desc_short		- Zdvojnásobí vývozní cenu všech vězeňsky vypěstovaných produktů.

warden_wardengreenpower_name		Ekologický pracovník
warden_wardengreenpower_desc		Jako někdo, kdo má obrovské zkušenosti s prací se zelenou energií, může mít Ekolog na tyto zdroje energie velmi pozitivní vliv. Zvyšuje výkon všech zdrojů zelené energie a také zdvojnásobuje hodnotu exportované energie i recyklace.
warden_wardengreenpower_desc_short		- Zvyšuje výkon všech zdrojů zelené energie o 1/3.

# =============================================================================
# Victory, failures
# =============================================================================

victory_insaneprisonersdeaths					 Úmrtí choromyslných vězňů
victory_warning_insaneprisonersdeaths			 Pokud zemře příliš mnoho choromyslných vězňů, dojde k tvému propuštění.
victory_insaneprisonersdeaths_units				 Úmrtí

victory_insaneprisonersabused					 Napadnutí choromyslní vězni
victory_warning_insaneprisonersabused			 Pokud stráže napadnou příliš mnoho choromyslných vězňů, dojde k tvému propuštění.
victory_insaneprisonersabused_units				 Napadení

victory_adviserwarning_insaneprisonersdeaths1	 Musíme učinit přítrž týrání choromyslných vězňů v naší věznici! Jestli situaci nevylepšíme, média si nás vezmou na paškál!
victory_advisernotice_insaneprisonersdeaths1	 Tak dost! Končíte! Měli jste se postarat o duševně choré, a oni místo toho museli kvůli vám přetrpět nevýslovně kruté zacházení. Můžu vás jen vyhodit, ale podle mě byste měli jít domů a pořádně se zamyslet nad tím, co v životě děláte.

# =============================================================================
